gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_total,black_total,asian_total,aian_total,nhpi_total,other_total,multi_total,male_age_low_edu_low,female_age_low_edu_low,male_age_low_edu_mid,female_age_low_edu_mid,male_age_low_edu_high,female_age_low_edu_high,male_age_low_edu_very_high,female_age_low_edu_very_high,male_age_mid_edu_low,female_age_mid_edu_low,male_age_mid_edu_mid,female_age_mid_edu_mid,male_age_mid_edu_high,female_age_mid_edu_high,male_age_mid_edu_very_high,female_age_mid_edu_very_high,male_age_high_edu_low,female_age_high_edu_low,male_age_high_edu_mid,female_age_high_edu_mid,male_age_high_edu_high,female_age_high_edu_high,male_age_high_edu_very_high,female_age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G1301150,2008,GEORGIA,Floyd County,95810,509.911,8365,6408,89402,34977,2931,4708,24062,3276,45104,41226,3856,22,30050,41066,20640,17085,75950,13786,1320,351,73,2814,1516,1074,820,1382,1513,596,837,245,409,1679,1525,2371,2401,1102,1361,974,1229,855,1250,1074,1032,513,566,440,371,10209,20010,38833,1931,5370,10691,23132,390,61597
G1301170,2008,GEORGIA,Forsyth County,163885,224.021,14519,20959,142926,55380,1278,2683,49731,1688,83497,78376,5059,62,35400,87605,35385,9828,144316,4285,8942,341,68,4111,1822,594,429,1349,2181,2619,3244,881,1389,683,724,3805,4528,6516,5050,2910,2156,453,1004,1193,1269,1640,1010,825,356,10517,24029,81015,1551,4225,15406,59166,804,88509
G1301190,2008,GEORGIA,Franklin County,22121,261.497,738,561,21560,8691,744,1151,5689,1107,9965,9324,639,2,7752,36739,19276,3883,19692,1903,128,62,25,147,164,237,198,100,317,67,171,23,73,706,516,482,443,370,325,89,108,305,454,189,241,95,130,87,121,1900,4311,10053,379,1389,1914,6069,90,14048
G1301210,2008,GEORGIA,Fulton County,886982,526.635,67052,114966,772016,357463,18130,32007,275446,31880,479759,436762,41907,1090,216781,56709,37211,131531,408470,389377,47140,1511,402,27158,12924,5081,4610,12891,12981,23729,26799,10896,12839,5961,7284,15994,21800,30803,30732,21620,17568,3017,5567,4425,8430,7355,7520,6384,4644,75192,293075,290164,15267,34495,272000,130136,3492,481354
G1301230,2008,GEORGIA,Gilmer County,28076,426.54,2600,1569,26507,11741,978,1806,7834,1123,13413,12296,1117,0,9069,36741,20439,5003,25968,44,0,73,0,1370,621,434,290,310,535,212,61,25,100,630,382,840,930,355,346,142,228,201,337,452,413,202,253,196,52,3215,4466,13408,537,1206,2614,8408,127,16927
G1301250,2008,GEORGIA,Glascock County,3007,143.74,6,22,2985,1188,96,201,762,129,1325,1206,112,7,1003,37149,16844,490,2686,265,0,0,0,0,56,17,23,31,47,4,14,6,0,77,38,35,49,33,67,18,28,65,79,3,17,4,20,0,0,268,424,1455,34,201,210,1202,16,1579
G1301270,2008,GEORGIA,Glynn County,77632,419.753,4586,4063,73569,30617,1724,3305,23062,2526,38691,35873,2778,40,22338,50337,28040,11619,54007,20040,840,71,0,1407,1267,467,533,1037,1147,740,1033,176,303,1198,813,1944,2655,1522,1591,1064,1285,514,899,820,1532,1028,1000,890,470,8325,15960,31867,1604,4360,12676,20479,186,44291
G1301290,2008,GEORGIA,Gordon County,54059,355.808,7282,4838,49221,19229,1686,2747,13102,1694,26133,24053,2068,12,14964,40916,18285,9099,45895,2159,471,243,0,4443,848,698,292,633,660,368,399,48,121,1223,1054,1094,1417,643,492,343,391,445,785,481,417,224,145,79,118,4908,9751,23645,852,2643,4268,13113,226,36452
G1301310,2008,GEORGIA,Grady County,24738,454.527,2276,1508,23230,9477,966,1378,5792,1341,10834,9601,1231,2,8154,32247,17785,6373,15218,7276,31,174,0,1764,275,275,306,198,327,65,126,21,71,572,496,494,490,160,278,60,213,229,327,183,287,40,52,59,62,2029,5377,9735,866,1293,3539,5775,51,15373
G1301330,2008,GEORGIA,Greene County,15844,387.435,771,437,15407,6064,476,1122,3817,649,6656,5823,824,9,6236,38513,24943,3726,8925,6372,22,73,0,354,98,165,226,131,111,16,80,16,24,223,341,347,446,308,333,220,150,169,241,129,203,285,250,171,73,1636,3884,6357,222,1014,3339,4532,48,7925
G1301350,2008,GEORGIA,Gwinnett County,778022,430.383,147356,198622,579400,260375,8426,20311,221308,10330,421281,385981,34726,574,154215,63219,26901,85096,431224,172401,80993,2234,434,74244,16492,5479,3852,11537,12004,12356,14834,3868,6067,4252,4568,18106,21904,23701,21499,13055,10571,1815,3189,4071,5638,4137,3105,2562,1287,55433,171206,328123,12374,20969,129025,158746,2376,487875
G1301370,2008,GEORGIA,Habersham County,42212,276.74,4957,3589,38623,15046,968,2619,10288,1171,18721,17199,1478,44,14643,40192,19286,7410,36933,1632,974,93,0,2054,526,283,424,473,677,157,353,124,172,614,619,711,962,622,752,283,433,295,630,507,460,336,285,204,174,3303,8722,18877,924,2084,2900,11766,142,27404
G1301390,2008,GEORGIA,Hall County,175001,392.782,44480,28335,146666,60173,2916,6594,47296,3367,85015,79378,5446,191,46325,50876,23675,25132,145316,12743,3117,612,27,10480,2706,1994,1320,2602,2251,1167,1848,333,943,1988,1584,4254,4446,2964,2751,1649,2105,1076,2045,1212,1903,1447,986,970,461,13597,36245,74633,2079,7196,14457,44962,509,115073
G1301410,2008,GEORGIA,Hancock County,9649,471.841,51,268,9381,2907,404,792,1272,439,3265,2910,355,0,4778,22283,10925,2202,1382,8217,25,0,0,25,0,184,4,67,118,22,0,0,0,312,238,122,176,79,166,53,73,123,147,56,100,5,26,33,43,1033,4295,1951,257,628,3535,795,14,5305
G1301430,2008,GEORGIA,Haralson County,28574,282.165,363,290,28284,10579,851,1533,7081,1114,12888,10999,1879,10,9238,38996,19033,5685,26405,1217,155,23,0,153,621,443,356,372,557,53,167,31,25,883,752,609,532,357,394,109,169,299,523,243,301,59,47,64,27,2851,5007,11671,1098,1890,2248,8658,191,17477
G1301450,2008,GEORGIA,Harris County,30807,463.869,824,763,30044,11056,563,972,8976,545,15555,14259,1098,198,8575,67018,31073,2739,24174,5414,305,68,0,464,382,94,106,424,297,229,399,69,207,334,220,980,1326,805,832,698,483,196,230,344,283,288,116,165,157,2254,5131,15506,268,1601,4184,10648,76,15899
G1301470,2008,GEORGIA,Hart County,25024,232.394,697,511,24513,9492,963,1072,6076,1381,10994,10027,953,14,9100,36109,19124,5477,19583,4860,0,0,22,283,276,295,268,173,349,84,146,11,20,441,541,572,835,416,241,170,230,354,608,184,321,243,118,191,164,2383,5200,10452,482,1818,3365,6537,100,15022
G1301490,2008,GEORGIA,Heard County,11720,296.03,108,100,11620,4287,341,595,3030,321,5250,4710,524,16,3863,42685,18077,2299,10181,1220,95,6,0,28,190,172,109,112,168,12,52,5,0,359,335,273,257,63,105,34,42,108,211,59,76,30,2,17,35,1131,2220,5196,162,571,1042,3133,50,7495
G1301510,2008,GEORGIA,Henry County,193717,322.127,10515,14447,179270,66327,1845,4449,57043,2990,101178,91632,8658,888,41821,63923,25773,15898,113168,66451,5582,415,161,4042,3898,1317,984,2917,3784,2244,2883,386,1221,1807,1622,5337,6109,3766,3420,1807,2146,959,1554,1456,1451,618,445,371,433,16239,37546,83402,3206,6470,40527,47115,587,105488
G1301530,2008,GEORGIA,Houston County,134880,375.541,7717,6771,128109,50199,2086,4532,40144,3437,69536,60057,5654,3825,33753,55098,25206,16917,87820,37340,2975,266,43,3217,3219,780,725,2885,2812,1997,1849,590,805,1480,1491,3899,4401,2326,2149,2131,1749,480,1341,1467,1435,742,447,377,396,12717,30202,54106,2742,5289,22094,33392,445,78949
G1301550,2008,GEORGIA,Irwin County,9642,354.343,248,193,9449,3339,229,429,2280,401,3908,3469,439,0,3681,38376,16561,2344,6871,2570,0,95,0,87,19,143,126,99,115,22,40,0,26,176,280,124,235,87,51,39,75,84,161,161,150,44,16,20,32,618,2131,3865,513,576,1197,2605,26,5814
G1301570,2008,GEORGIA,Jackson County,58347,339.663,3357,2649,55698,20917,1354,2327,16073,1163,28292,26421,1789,82,16396,51506,22473,8677,51590,4084,982,79,59,759,794,579,388,730,874,356,497,252,634,1098,933,1592,1206,703,736,475,574,363,656,345,633,257,160,159,84,4779,10585,26441,750,2988,4950,17776,234,35387
G1301590,2008,GEORGIA,Jasper County,13695,368.165,461,428,13267,4998,260,745,3454,539,6797,6036,761,0,3812,42081,20263,2602,10201,3085,0,110,20,192,87,115,93,100,203,55,103,70,31,292,282,301,407,118,120,75,130,80,189,107,137,93,77,67,56,1333,2746,5643,287,744,1935,3916,53,7791
G1301610,2008,GEORGIA,Jeff Davis County,14558,330.74,1329,675,13883,5567,500,986,3495,586,6257,5871,386,0,4712,32928,15730,3477,11217,2280,71,36,14,940,0,101,108,152,152,109,91,0,5,262,238,177,283,132,51,47,147,134,212,52,121,24,45,14,18,1185,1992,6590,443,922,1356,3867,55,9280
G1301630,2008,GEORGIA,Jefferson County,16919,526.485,428,274,16645,6281,567,1124,3523,1067,7263,6309,923,31,5816,29268,15165,4456,7178,9461,23,0,0,217,40,111,101,140,251,84,75,34,32,404,391,289,480,94,69,43,45,90,340,72,91,76,91,19,20,1190,4502,5796,365,1448,4149,3061,24,9685
G1301650,2008,GEORGIA,Jenkins County,8400,347.279,463,370,8030,3125,463,617,1697,348,3748,3277,467,4,2791,27686,17629,1589,5051,3026,0,0,0,148,175,124,23,106,5,44,45,0,25,207,236,141,132,0,170,23,72,0,194,22,12,26,71,27,0,666,2110,2903,234,704,1482,1936,22,4960
G1301670,2008,GEORGIA,Johnson County,9967,303.01,83,110,9857,3334,348,679,1772,535,3737,3484,253,0,4230,27607,15659,2313,6187,3629,61,8,0,47,35,282,189,120,111,29,30,0,0,340,242,192,226,131,94,51,26,84,189,72,13,26,67,13,42,1156,2821,3172,263,750,1198,2426,23,6320
G1301690,2008,GEORGIA,Jones County,28292,393.933,280,692,27600,10238,388,1140,7824,886,13616,12712,832,72,8151,50717,21598,3596,20801,7083,204,0,0,88,116,192,94,413,347,89,465,0,69,428,370,1025,771,391,457,330,307,134,422,278,122,143,114,79,39,2226,5167,12986,478,1423,4572,7782,84,15854
G1301710,2008,GEORGIA,Lamar County,17837,183.5,325,246,17591,6377,603,790,4293,691,8816,7576,1197,43,5736,37536,17725,3521,11847,5517,84,34,0,184,171,229,69,103,144,34,68,40,101,434,294,385,455,169,268,19,82,278,342,149,276,32,33,18,43,1594,4417,7132,366,1108,2752,4873,63,10149
G1301730,2008,GEORGIA,Lanier County,9404,185.261,388,318,9086,3308,249,446,2153,460,4416,3890,257,269,2632,37522,16894,1858,6569,2382,138,0,0,162,153,141,82,208,185,59,4,20,0,385,128,96,166,71,59,74,30,48,107,60,28,37,20,35,46,938,2154,3515,215,387,1062,1787,24,6531
G1301750,2008,GEORGIA,Laurens County,48034,807.296,1039,997,47037,17669,1300,2452,11554,2363,20720,19608,1054,58,16134,38280,19387,9861,29535,17107,516,101,0,339,436,368,256,447,704,196,379,117,211,956,742,1025,972,567,684,311,458,413,636,362,425,232,230,274,147,4569,10812,17823,1149,3395,7769,12052,116,28097
G1301770,2008,GEORGIA,Lee County,27998,355.784,560,678,27320,9555,463,771,7783,538,14119,13209,884,26,6795,59811,23867,2189,21902,4879,576,70,0,159,412,288,78,577,567,148,243,54,134,590,327,915,800,431,402,469,381,229,272,139,285,64,33,65,23,2101,5302,12832,409,866,3100,9925,62,14911
G1301790,2008,GEORGIA,Liberty County,63854,489.801,6070,4201,59653,22626,1209,2997,16399,2021,32284,23155,2954,6175,14033,42674,18662,11113,30047,26917,1208,345,463,2775,2099,462,501,1893,1759,340,686,117,251,327,696,1635,1655,622,711,332,622,222,352,206,166,112,164,75,35,5250,13113,25457,1607,1995,10474,5828,74,47478
G1301810,2008,GEORGIA,Lincoln County,8111,210.38,43,54,8057,3435,339,498,2177,421,3727,3249,409,69,2851,36399,19627,2095,5311,2576,34,27,0,9,154,75,49,67,69,19,27,0,15,117,201,202,235,128,40,42,88,68,108,125,66,51,23,9,15,843,1598,3465,88,722,1650,2731,35,3695
G1301830,2008,GEORGIA,Long County,13142,400.293,1502,556,12586,4553,292,519,3193,549,6226,5340,484,402,3464,41186,15068,2019,8883,3478,0,40,0,521,220,66,78,123,560,46,139,6,0,305,218,302,308,69,68,25,26,29,101,51,87,19,70,0,0,1215,2957,4678,308,624,1288,2119,43,9692
G1301850,2008,GEORGIA,Lowndes County,104916,496.066,4656,4353,100563,38358,2581,5486,26020,4271,53515,46044,4727,2744,28196,39096,20041,21690,61602,37105,1414,254,0,2361,2180,969,621,2173,1820,1123,1480,306,607,1284,1228,2208,2249,1350,1455,1095,1105,453,1050,702,876,457,646,459,273,10161,29571,36484,2182,4794,17651,21296,293,65676
G1301870,2008,GEORGIA,Lumpkin County,28875,282.933,1375,1103,27772,10863,626,1531,7720,986,14910,13330,1350,230,8465,43394,20088,4095,27176,413,196,280,7,550,253,209,191,489,487,140,285,0,93,505,347,601,832,511,456,310,328,201,195,348,279,186,100,196,116,2609,7320,12112,425,1343,2586,8326,163,17800
G1301930,2008,GEORGIA,Macon County,14553,400.641,464,481,14072,4735,294,767,2698,976,5195,4792,403,0,6221,27950,12902,4235,5228,8932,177,7,0,209,0,394,150,101,165,0,56,37,33,297,212,258,470,125,137,85,148,132,194,51,66,40,57,27,73,1182,5063,4072,474,788,3251,1712,21,9569
G1301950,2008,GEORGIA,Madison County,27798,282.311,1002,721,27077,9430,778,1215,6630,807,13273,12312,944,17,8477,41343,18975,4888,24909,2257,66,58,0,75,433,326,445,130,358,165,140,2,121,630,680,694,699,324,242,245,322,364,427,105,202,173,61,124,13,2141,5729,12248,530,1544,2965,8226,174,16433
G1301970,2008,GEORGIA,Marion County,8403,366.003,503,370,8033,3171,331,616,1980,244,3796,3357,431,8,2754,31581,17729,1831,5071,2822,97,0,0,288,125,132,60,47,67,0,15,0,6,109,139,352,157,72,32,17,98,108,116,56,77,25,39,16,2,986,2095,2803,220,596,1381,1772,35,5215
G1301890,2008,GEORGIA,McDuffie County,21719,257.461,469,272,21447,8283,789,1232,5172,1090,9657,8801,825,31,6926,35414,17261,4141,12766,8665,37,132,0,9,110,286,149,222,379,31,58,67,91,585,793,352,533,184,282,113,132,187,249,77,326,137,49,38,68,1901,4991,7796,636,1615,3989,5400,155,12175
G1301910,2008,GEORGIA,McIntosh County,13817,424.299,237,192,13625,5687,574,735,3787,591,6778,6230,548,0,4270,39075,20964,2296,8470,5130,87,0,0,67,63,9,56,49,300,61,78,0,50,340,207,186,440,237,93,60,259,193,281,131,117,52,123,91,52,1314,3122,5764,283,825,2905,3282,49,7581
G1301990,2008,GEORGIA,Meriwether County,22425,501.223,336,209,22216,8453,878,1341,5591,643,10141,9022,1119,0,7365,37845,18295,3635,13058,9154,4,35,0,33,141,365,228,214,218,74,69,0,28,554,699,493,673,139,208,119,173,156,337,244,263,54,193,105,69,1950,5429,8549,357,1554,4465,4982,57,12921
G1302010,2008,GEORGIA,Miller County,6128,282.421,35,86,6042,2577,278,375,1584,340,2706,2548,158,0,2131,33196,19895,1068,4281,1730,0,10,0,0,107,47,11,93,137,11,19,0,17,131,151,106,125,14,36,16,57,24,176,55,90,24,8,48,0,571,1076,2615,69,536,818,1899,21,3390
G1302050,2008,GEORGIA,Mitchell County,23697,512.085,948,550,23147,8170,647,1293,5184,1046,9653,8864,789,0,8682,36198,16322,4888,11297,11365,137,34,27,631,206,478,221,155,141,144,140,28,86,804,666,526,562,197,189,34,89,174,565,196,217,102,101,105,19,2259,6578,7717,695,1381,3872,4201,47,15577
G1302070,2008,GEORGIA,Monroe County,25864,395.658,525,393,25471,9206,477,1250,6922,557,12513,11816,675,22,8017,48297,23656,3008,18854,6420,87,13,0,132,358,286,81,328,329,131,269,24,62,445,418,875,793,566,541,248,429,164,261,206,105,102,135,178,107,2408,5645,10880,511,1536,4106,7933,92,13733
G1302090,2008,GEORGIA,Montgomery County,9138,239.523,409,429,8709,3294,328,400,2076,490,3811,3647,164,0,3493,35182,17168,1487,6293,2474,67,0,0,263,41,109,30,56,77,54,42,5,37,154,103,198,162,110,123,77,101,40,115,105,65,27,40,44,22,746,2483,3609,155,419,1045,2521,24,5548
G1302110,2008,GEORGIA,Morgan County,17741,347.349,448,426,17315,6529,538,640,4759,592,8712,7972,736,4,5146,45817,27732,2665,13054,4435,57,32,0,10,153,51,129,132,284,214,188,43,96,365,393,512,473,452,247,148,252,142,288,98,121,178,82,115,123,1549,3458,7907,217,1120,3091,5987,73,8590
G1302130,2008,GEORGIA,Murray County,39925,344.466,5030,3243,36682,14248,1240,1935,9777,1296,18267,16406,1792,69,11846,38226,16925,6771,37251,266,126,157,15,1616,494,599,439,449,460,65,129,61,68,915,1027,754,1054,250,185,162,233,366,630,133,308,92,35,85,33,4262,6954,17178,476,1920,3026,8180,176,28543
G1302150,2008,GEORGIA,Muscogee County,187629,216.385,11307,9116,178513,72124,5216,9287,49995,7626,93106,75065,7501,10540,51880,41331,22514,31418,88691,84911,4025,588,378,4203,4833,1471,1206,4014,4355,1534,2347,500,916,1922,2539,4759,6134,3036,3015,1975,2192,1034,2726,1737,2005,1078,837,1061,785,19517,50690,62037,4784,10601,44158,29568,339,113564
G1302170,2008,GEORGIA,Newton County,96833,272.161,4254,5667,91166,33536,1489,3222,26421,2404,48491,43033,5398,60,23463,52361,21583,12049,54649,37321,977,289,0,1487,2110,912,630,1434,1849,798,1056,214,767,1334,1379,2215,2754,1064,1462,604,925,549,913,695,836,450,364,260,222,9376,20089,38075,1981,3888,20827,20337,271,55398
G1302190,2008,GEORGIA,Oconee County,31508,184.29,1311,1733,29775,11155,341,886,9539,389,16196,15279,866,51,7644,74352,34271,2310,28179,1684,869,0,5,414,357,180,54,322,375,297,364,97,264,310,298,832,1032,1179,913,1248,1183,160,263,199,346,275,139,411,273,2248,5517,15325,362,888,4825,12120,187,14376
G1302210,2008,GEORGIA,Oglethorpe County,14556,439.012,491,292,14264,4701,355,743,3179,424,6411,5990,421,0,4980,39319,17572,2764,11423,2597,81,23,0,219,213,168,22,206,178,37,94,8,39,351,412,655,436,166,81,158,185,215,302,71,138,29,29,68,35,1529,3963,5371,243,542,2232,4144,71,8109
G1302230,2008,GEORGIA,Paulding County,134875,312.219,6488,5411,129464,46440,1210,3867,39507,1856,71133,64349,6482,302,26655,62348,23450,10967,107324,22070,1064,356,0,1713,2348,976,495,1924,2811,1249,2457,276,791,1529,1720,2620,3542,2001,1392,987,958,803,1110,600,787,288,442,77,110,10841,23707,59408,1838,4469,17229,39192,564,77890
G1302250,2008,GEORGIA,Peach County,26883,150.267,1734,1225,25658,9016,714,1124,6174,1004,12039,10551,1395,93,9337,41014,18681,6184,13203,12356,178,0,0,711,435,164,197,410,303,173,144,10,95,345,278,621,779,564,486,290,366,235,349,179,213,79,105,92,97,1876,8367,9743,405,1313,5927,5173,65,15718
G1302270,2008,GEORGIA,Pickens County,29155,232.057,819,891,28264,11268,771,1193,8631,673,14052,12749,1263,40,9183,49945,25892,3316,27977,349,127,136,0,327,239,500,214,250,468,182,128,12,115,446,421,699,880,807,668,316,372,173,353,206,440,560,250,236,177,2442,4356,14999,220,1566,2595,10004,187,16369
G1302290,2008,GEORGIA,Pierce County,18205,316.494,769,373,17832,6771,506,823,4690,752,8090,7709,314,67,5907,37062,18283,2767,15656,1819,66,19,0,548,97,88,64,286,551,92,16,0,111,456,209,323,540,182,90,107,138,109,321,183,260,60,26,34,5,1684,3224,8091,412,968,1253,5500,38,11414
G1302310,2008,GEORGIA,Pike County,17411,216.086,199,183,17228,5957,332,423,4843,359,8288,7631,657,0,4903,53213,21051,1790,15128,1902,38,70,0,53,220,35,176,230,391,113,147,52,42,397,362,572,439,238,234,132,210,153,194,169,124,100,69,44,29,1384,3001,8130,227,749,1575,6547,81,9208
G1302330,2008,GEORGIA,Polk County,41095,310.331,4633,2897,38198,14623,1358,1971,9887,1407,19034,16998,2033,3,12435,38646,18214,7794,33871,5201,291,116,28,1099,489,562,445,459,624,161,201,25,137,622,788,980,970,343,372,190,254,401,765,288,314,167,90,148,21,4873,7549,16494,909,2134,4052,9850,211,26982
G1302350,2008,GEORGIA,Pulaski County,11632,249.031,157,92,11540,4188,451,608,2761,368,5122,4514,608,0,4610,36262,16621,1203,7711,3825,0,0,62,9,25,74,149,218,227,19,23,0,0,322,363,199,196,37,87,36,63,221,227,140,79,22,23,0,0,1099,3392,4117,517,709,1377,2553,23,7679
G1302370,2008,GEORGIA,Putnam County,20925,344.639,1138,893,20032,8467,712,1106,5866,783,9588,8814,774,0,7330,41529,25576,2550,14507,5826,58,0,0,455,79,116,203,220,373,61,182,0,58,429,446,550,627,303,491,260,245,238,273,284,320,273,116,130,131,1953,4624,9356,304,1015,3102,5966,64,11793
G1302390,2008,GEORGIA,Quitman County,2528,151.237,29,9,2519,1015,110,193,542,170,1014,897,117,0,1008,28912,13642,798,1083,1395,9,0,0,29,12,10,44,9,0,9,6,0,0,60,71,35,72,37,17,5,5,36,73,32,22,12,27,0,0,143,743,926,77,206,597,509,8,1414
G1302410,2008,GEORGIA,Rabun County,16266,369.993,1171,987,15279,7148,584,1184,4559,821,7300,6629,671,0,5972,34406,22471,2977,15574,198,139,12,0,114,229,170,192,142,232,75,34,3,17,336,126,418,552,524,393,194,369,206,367,252,361,320,229,206,119,1776,2736,7659,85,1167,2001,5487,111,8667
G1302430,2008,GEORGIA,Randolph County,7724,428.236,18,146,7578,2952,401,563,1508,480,3235,2713,493,29,3044,26194,17632,2040,2772,4689,42,12,0,6,203,70,182,43,122,8,68,14,66,229,126,269,195,57,103,37,86,120,216,40,55,57,9,48,58,484,2584,2306,455,568,1833,1370,12,4509
G1302450,2008,GEORGIA,Richmond County,198170,324.326,7764,7419,190751,74199,6004,9639,49423,9133,96416,78955,9785,7676,58172,37882,20604,43625,80672,106738,3249,523,357,2123,4508,1771,1247,3900,4853,1819,2145,679,1332,3217,2706,4520,5859,2875,3374,1956,2058,1030,2169,1421,1948,913,1228,1120,515,21500,59871,59815,5364,10783,52100,26842,391,118837
G1302470,2008,GEORGIA,Rockdale County,83135,129.793,7564,9618,73517,28561,1085,2978,23026,1472,43882,38544,5304,34,19953,55779,24367,10149,41591,35754,1609,356,67,2522,1236,623,487,903,1195,668,885,113,530,751,1079,2582,2254,1860,1796,958,1433,409,820,779,1023,514,324,353,152,8219,19539,32150,1665,3508,20526,16921,259,45429
G1302490,2008,GEORGIA,Schley County,4755,166.906,199,150,4605,1690,130,259,1080,221,2102,2007,95,0,1417,35096,16122,911,3185,1098,251,0,0,68,153,40,22,24,69,0,19,0,40,108,136,7,104,21,64,0,18,26,92,19,0,27,7,3,0,286,1000,1892,208,165,479,1252,7,3017
G1302510,2008,GEORGIA,Screven County,14799,645.101,55,113,14686,4709,376,824,2880,629,5993,5107,886,0,5644,32155,16189,2929,7970,6483,76,0,0,41,229,172,90,96,211,30,87,0,0,238,278,270,314,177,121,157,125,221,278,62,146,51,95,35,15,1690,4013,4868,239,1062,3024,3423,34,8318
G1302530,2008,GEORGIA,Seminole County,8797,235.226,60,114,8683,3147,196,602,1847,502,3816,3363,453,0,3190,32666,19263,2181,5547,3075,49,0,0,0,126,0,97,114,97,63,64,0,0,242,132,345,291,21,59,56,48,78,112,83,124,27,51,29,19,711,2020,3293,317,791,1660,2315,21,4801
G1302550,2008,GEORGIA,Spalding County,63304,196.469,2272,1870,61434,23105,1658,3095,15893,2459,30140,26490,3573,77,18796,41100,19607,13224,40169,20840,485,167,0,860,783,827,642,1054,1236,387,397,76,204,1476,1749,1220,1205,639,737,411,555,580,920,619,519,242,403,217,96,6446,14744,23373,1328,3863,10141,14885,229,38049
