gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_male,white_female,black_male,black_female,asian_male,asian_female,aian_male,aian_female,nhpi_male,nhpi_female,other_male,other_female,multi_male,multi_female,age_low_edu_low,age_low_edu_mid,age_low_edu_high,age_low_edu_very_high,age_mid_edu_low,age_mid_edu_mid,age_mid_edu_high,age_mid_edu_very_high,age_high_edu_low,age_high_edu_mid,age_high_edu_high,age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G5100910,2008,VIRGINIA,Highland County,2395,415.156,6,5,2390,1130,140,51,856,83,1156,1149,7,0,982,43481,25690,211,1218,1137,0,0,0,0,0,0,0,0,0,6,0,34,0,49,3,8,126,99,158,40,135,28,35,89,151,405,1375,41,191,590,930,34,841
G5100930,2008,VIRGINIA,Isle of Wight County,34762,315.612,677,747,34015,13553,857,1289,10821,586,18658,17295,891,472,9032,62242,29547,2843,12511,12608,4008,4748,103,120,0,69,0,0,27,21,299,248,339,679,569,353,890,2465,1882,1001,702,772,457,264,2305,6259,17118,784,1742,8573,11258,166,14765
G5100950,2008,VIRGINIA,James City County,64386,142.437,2653,4689,59697,25851,607,1777,22726,741,32091,30254,1214,623,19951,73903,38162,4446,25106,26865,4255,4387,747,757,54,17,0,97,330,561,781,429,409,1415,1603,758,1078,3726,4490,4121,524,2591,3063,2721,4137,11097,33588,857,3253,17352,20912,339,25783
G5100970,2008,VIRGINIA,King and Queen County,6926,315.138,162,96,6830,2815,195,339,2135,146,3379,3213,166,0,2301,44442,21777,908,2314,2350,1178,1034,0,0,33,17,0,0,0,0,0,0,7,97,18,0,316,489,216,25,288,135,74,78,407,1512,3177,74,578,1918,1763,24,3221
G5100990,2008,VIRGINIA,King George County,22794,179.636,824,511,22283,8194,217,561,7225,191,12222,10280,607,1335,4958,76241,32630,1531,9005,8696,1900,1977,68,137,17,75,0,11,16,53,440,399,137,738,684,113,412,1249,1086,783,303,365,244,202,1590,4354,10187,596,755,4473,5888,113,12320
G5101010,2008,VIRGINIA,King William County,15509,273.941,344,178,15331,5909,177,414,5010,308,8168,7744,423,1,3759,64946,26853,1176,5941,6061,1350,1563,9,4,106,181,0,0,44,43,111,96,24,289,493,48,511,1034,619,302,361,223,151,66,1146,2538,7557,273,659,3344,4966,78,7121
G5101030,2008,VIRGINIA,Lancaster County,11478,133.25,70,269,11209,5421,306,645,4173,297,5542,5228,314,0,4333,45209,29275,1110,3908,4146,1452,1845,0,34,0,0,0,0,36,0,26,31,143,188,241,55,344,782,638,323,436,536,741,365,894,1865,5780,167,1256,3235,3647,56,4540
G5101050,2008,VIRGINIA,Lee County,25434,435.518,373,322,25112,9836,974,1671,5724,1467,10158,9475,683,0,10669,31352,16513,5170,12006,12069,676,275,48,110,87,0,14,28,97,0,15,9,322,901,352,109,1077,1420,772,270,647,490,69,160,2517,5135,10795,622,2014,3219,5825,183,16207
G5101070,2008,VIRGINIA,Loudoun County,291653,515.561,34145,63426,228227,95330,1045,2540,90030,1715,163118,155907,6178,1033,47403,115574,45356,9137,103220,104493,9960,10935,19826,21166,247,145,100,89,6256,5878,4534,4804,1497,7428,17188,8083,2501,11393,21446,14811,1250,2958,3931,3167,16105,54412,133233,4080,7208,74845,63336,1278,152194
G5101090,2008,VIRGINIA,Louisa County,32248,496.3,716,652,31596,13253,979,1103,10382,789,16701,15651,985,65,9180,54257,27562,3224,12597,12729,2932,3018,65,130,80,59,0,0,97,28,239,274,401,601,482,167,1165,1911,1349,783,707,779,360,211,2684,5830,15519,649,1600,6978,8182,193,16895
G5101110,2008,VIRGINIA,Lunenburg County,12968,431.683,405,291,12677,4515,346,808,2985,376,5501,4953,543,5,5253,37424,17744,1933,4149,3792,2577,2177,0,0,0,0,5,6,79,59,94,30,254,237,58,0,625,569,322,208,403,438,113,26,1191,3503,4709,499,974,2703,2900,47,7318
G5101130,2008,VIRGINIA,Madison County,13342,320.683,289,520,12822,5213,168,562,4260,223,6982,6566,416,0,3650,56608,26081,1672,5564,5826,803,791,53,16,48,7,13,0,102,50,0,69,211,165,186,47,500,1041,613,544,405,398,178,97,839,2449,6603,212,737,2862,3758,79,6643
G5101150,2008,VIRGINIA,Mathews County,9004,85.929,108,179,8825,3773,156,656,2818,143,3920,3699,186,35,3601,47435,27011,740,3844,4083,392,497,0,0,28,46,0,0,22,17,17,58,56,205,109,0,230,652,332,302,282,456,211,255,959,1771,4093,89,775,1934,3456,50,3564
G5101170,2008,VIRGINIA,Mecklenburg County,32774,625.485,773,936,31838,12594,1024,2044,8168,1358,14176,12850,1321,5,12721,36431,20162,5899,9528,9928,6168,6091,86,128,13,48,0,18,336,124,183,123,574,538,310,128,1518,1813,877,625,1073,1246,464,250,2866,7944,12723,1146,2781,7127,7817,138,17692
G5101190,2008,VIRGINIA,Middlesex County,10831,130.306,127,317,10514,4303,250,578,3273,202,4947,4790,132,25,4382,50207,28539,1092,4184,4438,1103,983,0,0,21,0,0,0,23,14,25,40,87,118,105,21,256,836,679,479,214,388,438,282,953,2094,5310,333,740,2391,3545,70,4825
G5101210,2008,VIRGINIA,Montgomery County,92527,387.014,2373,7455,85072,34369,2489,4333,23468,4079,47410,44283,3004,123,31974,43229,22040,18187,41856,39556,1956,1674,2869,2351,43,43,13,0,609,257,663,637,474,2330,2968,2660,1356,2917,3003,3710,1109,1318,931,1464,5466,37885,32061,1093,3542,21031,19028,594,51874
G5101250,2008,VIRGINIA,Nelson County,14989,470.856,399,407,14582,6534,515,651,4917,451,7567,7201,366,0,4961,48118,26996,1767,6117,6354,856,1214,16,12,0,0,0,0,181,40,151,48,211,261,324,166,562,920,864,520,385,361,197,205,1539,2711,7319,235,827,4391,3647,95,6856
G5101270,2008,VIRGINIA,New Kent County,17655,209.729,147,224,17431,6513,146,488,5684,195,9526,8884,576,66,4646,70590,31741,738,7208,7108,1501,1354,102,30,166,76,0,0,12,8,40,50,126,440,418,62,519,1144,1014,379,293,429,192,94,1120,3236,8867,474,738,3493,6385,113,7664
G5101310,2008,VIRGINIA,Northampton County,12572,211.612,741,755,11817,5088,468,763,3247,610,5962,5613,334,15,4259,35760,23233,2311,3910,3633,2240,2608,40,62,0,4,0,0,0,5,48,22,118,219,129,46,334,745,528,274,432,375,187,254,1094,2819,4891,491,1179,3800,2713,73,5986
G5101330,2008,VIRGINIA,Northumberland County,12419,191.295,110,257,12162,5478,294,724,4223,237,5683,5518,165,0,4887,51944,28646,1352,4358,4504,1665,1751,65,36,0,13,0,0,0,11,0,16,32,369,72,80,503,1122,542,373,379,754,502,348,1201,1878,6582,98,939,3312,4041,53,5013
G5101350,2008,VIRGINIA,Nottoway County,15819,314.392,515,401,15418,5607,369,704,3822,712,7401,6721,650,30,5507,37344,20318,2621,4499,4413,3421,2817,0,13,59,131,19,0,236,114,41,56,345,218,151,90,646,883,269,305,609,260,100,175,1492,3770,5799,773,1282,3413,3499,76,8831
G5101370,2008,VIRGINIA,Orange County,32730,340.783,1096,1361,31369,12669,579,1211,10176,703,15683,14269,1241,173,10385,54916,26447,3109,13436,14025,2078,2165,71,140,10,0,0,0,77,118,375,235,317,721,626,237,998,2194,1454,677,695,990,576,397,2455,6117,15426,649,1872,7107,8506,188,16929
G5101390,2008,VIRGINIA,Page County,24116,310.856,379,393,23723,9629,610,1540,6957,522,11903,10827,1076,0,7599,41617,22969,3033,11497,11766,295,148,57,62,32,0,0,0,33,6,135,85,276,581,170,46,1155,978,641,250,913,450,158,163,2209,4714,10641,626,1575,4235,6041,113,13727
G5101410,2008,VIRGINIA,Patrick County,18643,483.096,412,308,18335,7344,573,1186,5000,585,8476,7481,995,0,6904,35813,18396,2652,8417,8760,576,601,0,44,36,51,0,0,25,7,69,57,149,425,178,25,656,1189,317,94,635,443,307,119,1714,3255,8727,511,1404,2879,5491,161,10112
G5101430,2008,VIRGINIA,Pittsylvania County,63147,968.941,1272,1383,61764,26563,2185,3705,18209,2464,30745,27834,2899,12,20455,39224,20652,9440,23376,24012,6718,7459,66,98,0,8,8,7,535,324,306,230,609,1585,1200,176,2801,4375,1624,735,1997,1154,398,547,5227,11324,29436,1903,4075,11415,18730,288,32714
G5101450,2008,VIRGINIA,Powhatan County,27758,260.221,475,801,26957,8637,282,584,7400,371,10676,10331,344,1,11668,73593,25851,1007,11017,10954,4531,807,53,91,0,0,0,0,79,0,94,132,963,591,470,297,1268,1916,1319,846,345,474,343,234,2272,5992,12913,716,879,4237,10088,131,13302
G5101470,2008,VIRGINIA,Prince Edward County,22723,349.96,213,477,22246,7314,472,920,5083,839,10521,9808,690,23,8663,36191,18192,3297,7128,7115,4068,3926,41,21,42,17,6,0,15,48,124,172,81,182,399,103,740,670,501,405,411,651,218,194,1445,9015,7386,476,1140,5101,4174,113,13335
G5101490,2008,VIRGINIA,Prince George County,35129,265.155,2041,1477,33652,10474,241,566,9232,435,17302,13371,1065,2866,10710,64171,25769,1997,11427,10494,6776,4719,217,354,207,139,18,31,138,104,295,210,439,1135,517,223,818,2552,1194,738,422,519,224,292,2504,9042,14783,781,1434,7130,8752,124,19123
G5101530,2008,VIRGINIA,Prince William County,379415,336.402,75806,80860,298555,124879,1495,5130,115497,2757,213779,195593,10096,8090,66689,91098,35737,19777,112031,111677,36032,38587,12950,14893,637,733,247,221,20064,17119,6919,7305,4408,12829,13955,5280,4235,19987,20741,16425,1867,4845,3786,3278,24075,83263,162825,7496,8939,93435,67621,1390,216969
G5101550,2008,VIRGINIA,Pulaski County,34963,319.858,485,447,34516,14898,1319,2063,10272,1244,17105,15520,1574,11,11910,41163,20976,4950,15983,16380,984,948,134,40,0,19,0,0,68,89,254,64,411,972,452,141,1119,2444,992,537,1281,754,457,194,3847,6299,15828,723,2650,5918,8857,275,19913
G5101570,2008,VIRGINIA,Rappahannock County,7376,266.227,103,191,7185,3163,210,260,2576,117,3852,3712,140,0,2228,62117,37149,754,3326,3401,160,289,0,12,31,0,0,0,13,34,65,45,27,155,83,38,235,445,593,409,153,135,201,175,462,1454,3742,97,422,2105,2227,73,2971
G5101590,2008,VIRGINIA,Richmond County,9328,191.492,426,348,8980,3007,291,342,2064,310,3906,3783,123,0,3948,42182,19965,894,3322,2880,1858,1040,7,16,53,9,0,0,52,0,16,75,155,142,51,21,347,466,260,93,251,270,77,49,821,2443,3485,345,887,1618,2092,35,5583
G5101610,2008,VIRGINIA,Roanoke County,91583,250.518,1924,4572,87011,37833,1392,2810,32283,1348,49769,47742,1974,53,24232,59446,31046,4550,39508,43725,2131,2421,1102,1193,100,45,7,0,280,166,409,496,330,2122,2684,1089,1395,6291,6069,3732,2071,3194,1825,1177,7934,16547,43618,1120,5822,19812,30571,592,40608
G5101630,2008,VIRGINIA,Rockbridge County,22217,597.558,34,250,21967,9372,729,1340,6689,614,11244,10747,492,5,7195,44417,23753,2758,10581,10907,266,204,0,17,15,14,36,49,12,3,59,54,262,475,268,42,622,1134,1096,553,661,637,444,358,2204,3882,10869,383,1332,4347,5732,116,12022
G5101650,2008,VIRGINIA,Rockingham County,74922,849.086,3761,3441,71481,29701,1666,2801,23414,1820,38925,37240,1573,112,20131,49930,25274,7439,35030,36612,708,667,165,284,49,87,17,0,299,312,396,296,844,1593,1486,641,2961,2730,2621,1784,1797,1157,1086,1002,5246,13184,36800,873,4015,10453,22468,413,41588
G5101670,2008,VIRGINIA,Russell County,28842,473.822,28,457,28385,11529,1461,1896,6995,1177,12186,11450,709,27,11429,32780,17909,4931,13724,14399,248,117,17,63,23,9,0,0,15,0,204,23,235,703,231,77,1195,1702,782,184,739,352,99,142,2611,4841,13941,706,1888,4932,6389,173,17348
G5101690,2008,VIRGINIA,Scott County,23234,535.53,193,147,23087,9610,838,1490,6017,1265,10032,9382,643,7,9241,34250,18667,4190,11299,11533,78,58,5,10,0,13,0,0,0,7,140,91,169,299,175,76,792,1035,491,310,585,446,220,80,2230,3925,11016,448,1827,2725,6980,170,13359
G5101710,2008,VIRGINIA,Shenandoah County,41468,508.776,2330,1734,39734,17316,1148,1971,13149,1048,21162,20013,1146,3,12270,50171,24502,3811,19430,20160,493,296,97,137,65,53,0,7,218,213,149,150,407,985,596,225,1127,2225,1182,766,1223,1116,675,608,3934,7661,19384,545,2530,6912,12005,306,22245
G5101730,2008,VIRGINIA,Smyth County,32383,450.928,467,300,32083,12992,1206,2011,8280,1495,13996,13025,929,42,12145,34864,19906,6030,15166,16045,327,241,17,25,53,28,0,0,119,13,119,230,330,898,574,86,1204,1546,1001,485,1054,542,284,151,3460,5859,13638,1012,2718,4239,7817,246,20081
G5101750,2008,VIRGINIA,Southampton County,18493,599.145,98,116,18377,6571,392,802,4769,608,8980,8481,425,74,6111,45426,21201,2737,5718,5378,3785,3275,0,50,51,21,0,0,7,0,126,82,286,441,214,30,1032,1210,485,267,439,384,200,77,1819,4280,7434,799,1038,4402,4583,82,9426
G5101770,2008,VIRGINIA,Spotsylvania County,120212,401.496,8748,7304,112908,41009,1129,2671,35879,1330,62962,57987,3954,1021,26680,76574,31012,8865,44792,46884,9208,9509,1225,1668,78,156,118,93,2359,1686,1253,1183,1199,3823,2552,1296,2161,6571,6215,3861,1327,1946,1520,1014,8164,24544,52943,2035,4500,24897,28610,562,66143
G5101790,2008,VIRGINIA,Stafford County,124587,268.956,10910,9802,114785,40183,778,1322,37305,778,66637,57814,3447,5376,25730,93065,34691,4854,45390,44045,10321,10783,1443,2009,438,286,0,64,3088,2818,1988,1914,951,3200,3928,1271,1493,6483,6336,5458,1075,1647,890,1092,6794,26317,56631,1737,3316,25716,29221,518,69132
G5101810,2008,VIRGINIA,Surry County,7039,278.949,92,149,6890,2481,93,336,1928,124,3630,3280,340,10,2002,55030,23835,461,1914,1699,1602,1778,0,0,0,0,0,0,3,0,21,22,27,166,42,58,292,488,168,91,125,92,89,82,628,1749,2795,182,451,2626,1663,36,2714
G5101830,2008,VIRGINIA,Sussex County,12167,490.22,169,172,11995,3796,322,544,2481,449,5938,5269,642,27,4370,37978,16735,2199,2554,2107,3969,3385,0,0,19,0,0,0,113,0,2,18,336,349,74,5,450,405,267,152,321,182,88,74,758,4688,3603,431,988,3301,2026,36,6804
G5101850,2008,VIRGINIA,Tazewell County,44706,518.846,60,659,44047,18015,1697,3009,11376,1933,18643,17278,1365,0,17756,35215,19016,7474,20686,21878,810,429,139,120,22,61,0,0,71,26,327,137,596,1271,702,169,1702,2874,1530,719,1016,1083,498,302,3383,7754,21669,1140,3172,5596,11201,264,27645
G5101870,2008,VIRGINIA,Warren County,37044,213.465,1279,1291,35753,14160,800,1363,11245,752,20216,18981,1193,42,8846,60522,29098,3484,17138,16984,605,896,96,146,63,56,26,45,89,101,351,448,334,939,710,222,953,2056,1445,877,858,554,449,467,3114,7574,16223,729,1962,6997,8879,250,20918
G5101910,2008,VIRGINIA,Washington County,54322,560.975,695,562,53760,22711,1747,3122,15861,1981,25847,24152,1669,26,18930,40422,23488,7776,25974,26845,255,346,99,80,40,24,0,0,171,53,243,192,470,1309,1424,351,1967,3119,1969,1493,1335,1604,739,530,5356,9277,25906,1352,3569,8063,16077,360,29822
G5101930,2008,VIRGINIA,Westmoreland County,17237,229.375,913,697,16540,7135,361,503,5768,503,8789,7992,717,80,5477,52990,27501,1655,5669,5915,2237,2665,57,38,0,0,0,0,116,104,216,220,295,224,144,117,949,1147,493,432,589,651,272,283,1597,3806,7274,439,1365,4577,3719,81,8860
G5101950,2008,VIRGINIA,Wise County,41496,403.189,461,589,40907,15750,1545,2497,10019,1689,16647,15265,1382,0,17303,33608,17944,7949,19156,19518,1823,317,50,83,54,0,0,26,137,65,185,82,851,1374,590,184,1971,2262,849,446,912,667,281,170,3593,9160,17890,1334,2498,4995,8914,229,27358
G5101970,2008,VIRGINIA,Wythe County,29005,461.824,283,107,28898,11665,938,1708,7846,1173,14325,13164,1161,0,8990,38948,20589,4405,13504,14202,749,391,34,30,8,0,0,0,32,0,16,39,235,887,370,109,1149,1820,882,450,864,762,290,250,2805,5050,12997,681,2308,4107,8207,177,16514
G5101990,2008,VIRGINIA,York County,64846,104.78,2826,4584,60262,24002,444,1320,21614,624,34815,29058,1149,4608,15298,81055,35823,2466,25303,25607,4090,4691,1110,1681,57,70,108,47,146,199,961,776,155,1716,2144,700,419,3866,4408,4242,772,1604,1074,1147,4224,11346,32393,800,2398,13700,19833,364,30949
G5300010,2008,WASHINGTON,Adams County,17884,1924.978,10013,4320,13564,5599,312,849,4020,418,8071,7176,864,31,4305,40829,16689,4395,5888,5710,35,0,38,90,204,83,6,0,2639,2553,335,303,474,316,174,64,257,544,378,259,174,371,136,55,1084,3067,7617,332,697,1552,3222,84,13026
G5300030,2008,WASHINGTON,Asotin County,21363,636.213,631,401,20962,8977,543,1252,6609,573,10020,9452,517,51,7212,41665,23731,2856,9647,10397,0,19,46,66,187,36,3,0,137,109,273,443,271,567,269,51,295,1750,836,598,518,1084,272,248,2591,4200,9061,397,1284,4139,5451,190,11583
G5300050,2008,WASHINGTON,Benton County,167077,1700.379,29122,16984,150093,62038,2618,5982,49701,3737,83574,78211,5222,141,42999,57354,27161,20962,68275,69803,1432,799,2196,2516,849,874,57,110,8614,7304,2007,2241,1952,5169,3523,1312,1728,11694,7755,5793,1472,4732,2840,1967,14241,33764,72662,2391,6411,26288,45345,1278,94166
G5300070,2008,WASHINGTON,Chelan County,70995,2920.525,17314,7780,63215,26676,1414,2820,20636,1806,34502,32096,2305,101,20796,48674,24378,8046,31627,31996,183,59,152,342,276,651,43,21,2067,2018,751,809,1085,1274,1167,407,715,5467,3112,1912,1143,2145,1367,878,6838,13326,31725,695,3696,13781,17605,572,39037
G5300090,2008,WASHINGTON,Clallam County,70638,1738.329,3477,3531,67107,30987,1799,3789,22780,2619,30400,27861,2153,386,29033,44398,24449,9849,30572,31569,499,117,537,617,1943,1717,51,8,688,339,922,1059,555,2251,703,238,951,6499,3394,2435,1386,4467,2402,1885,8500,13316,32790,807,4720,19470,18199,850,32119
G5300110,2008,WASHINGTON,Clark County,414816,629.004,29439,41960,372856,155042,5688,13652,127968,7734,211909,191355,19860,694,104046,58262,27828,44669,177050,182586,4316,3479,7596,8848,1338,1306,1008,1237,5357,4428,8167,8100,3971,15621,9256,3230,5588,33140,18407,11638,3796,11823,5756,4003,39665,82943,177856,5453,16360,95356,84212,3196,232052
G5300130,2008,WASHINGTON,Columbia County,3957,868.629,168,72,3885,1732,110,304,1191,127,1923,1730,193,0,1396,43611,25810,646,1933,1738,0,0,11,11,61,66,0,0,28,11,56,42,30,112,61,5,58,439,172,103,52,213,94,62,421,774,1856,20,284,686,1499,43,1729
G5300150,2008,WASHINGTON,Cowlitz County,101244,1140.125,7315,5223,96021,39441,2933,4425,29301,2782,46838,41511,5193,134,32256,45877,22948,16953,45503,46926,349,158,570,907,989,622,164,44,849,677,1799,1687,1284,4180,1406,371,2183,8519,2776,1696,1887,4032,1087,730,10978,19451,42956,2050,5349,24597,19554,1078,56015
G5300170,2008,WASHINGTON,Douglas County,37160,1819.264,9873,5832,31328,13802,697,1686,10920,499,18707,17282,1363,62,9557,48708,22359,5270,13680,14526,50,125,56,214,145,180,21,8,3830,3188,664,473,618,897,485,212,622,2287,1317,572,540,1417,480,428,3244,7125,16558,455,1489,5848,9098,263,21951
G5300190,2008,WASHINGTON,Ferry County,7504,2203.159,221,275,7229,2706,211,481,1703,311,2718,2374,344,0,3299,35485,18021,1558,3003,2746,0,58,43,53,624,686,14,17,23,62,96,79,4,136,19,8,154,613,338,140,260,248,118,82,848,1626,3128,73,432,1467,1916,118,4003
G5300210,2008,WASHINGTON,Franklin County,71329,1242.171,35930,18967,52362,21422,1112,2108,16418,1784,32717,30034,2641,42,16450,47749,18660,14000,21197,20393,868,730,631,751,318,405,3,0,12465,11191,1181,1196,1809,2168,1096,251,1169,2967,1461,845,579,1226,508,277,4458,15475,26932,1174,2237,7361,12037,298,51633
G5300230,2008,WASHINGTON,Garfield County,2240,710.686,120,100,2140,903,94,140,633,36,915,867,48,0,924,42269,22825,339,1028,1083,0,0,2,6,0,0,0,0,0,0,30,91,10,35,15,5,16,241,89,36,46,134,64,36,157,310,1131,17,236,385,968,20,867
G5300250,2008,WASHINGTON,Grant County,85142,2679.513,31356,14515,70627,29427,1857,4006,21136,2428,39638,35503,4003,132,22560,42572,19718,17120,30838,30510,545,480,391,486,545,621,41,11,9821,8641,1302,910,1832,2245,829,299,1316,4643,2191,1090,1365,2137,926,392,6469,17814,34144,1399,3765,9601,17153,684,57704
G5300270,2008,WASHINGTON,Grays Harbor County,72092,1902.027,5867,3940,68152,28191,1743,3874,20390,2184,32377,28601,3740,36,25824,41899,21656,11197,31548,30631,603,105,468,519,1462,1396,103,21,1327,1044,1478,1387,847,1926,621,255,1931,6120,2488,1209,1661,2819,1171,413,8811,16061,29147,1239,3994,16354,12104,726,42908
G5300290,2008,WASHINGTON,Island County,78633,208.449,4242,5408,73225,32976,1155,3096,27111,1614,38906,31334,2165,5407,24765,57190,29079,6053,33912,34021,912,608,1193,2001,298,268,159,220,609,475,1978,1979,379,2588,1970,357,724,7126,4328,2892,642,3403,2382,2249,7080,12969,40183,931,3702,22058,19426,675,36474
G5300310,2008,WASHINGTON,Jefferson County,29574,1803.7,937,1244,28330,14194,662,1749,10400,1383,13147,12088,1010,49,12446,46048,28528,3893,13406,13609,219,53,106,182,291,280,9,0,139,96,487,697,189,713,315,93,285,2953,2099,1884,451,1653,1687,1402,3935,5027,14894,283,1749,13252,6330,409,9583
G5300330,2008,WASHINGTON,King County,1879189,2115.566,156207,372845,1506344,781977,28145,57052,653677,43103,1074067,1005216,66525,2326,446285,68065,38211,188539,664865,665947,57540,55048,126192,140243,7397,7004,6656,6723,31853,25755,41326,42640,15272,57827,104628,45934,19104,115354,134076,87159,13524,44540,40583,25698,168975,517072,766879,22951,67978,648230,259716,14086,957157
G5300350,2008,WASHINGTON,Kitsap County,247336,394.941,14636,16111,231225,95758,3058,7985,79608,5107,127418,109244,10134,8040,70413,59549,29755,22734,104335,101270,3869,3036,4848,7011,1883,1893,982,1140,2264,1570,6971,6264,1826,10246,5038,1580,2768,20957,13987,8750,2328,8413,5121,3382,25750,50816,111475,3242,10008,68624,53297,2416,122999
G5300370,2008,WASHINGTON,Kittitas County,39869,2297.271,2865,2108,37761,16619,1120,1925,11389,2185,19959,18375,1569,15,13228,41232,23467,7942,18196,17775,102,160,416,424,331,300,0,0,576,669,472,448,278,1255,1184,233,571,2180,1950,1478,430,992,577,546,2900,12158,16623,472,1484,8030,9471,367,22001
G5300390,2008,WASHINGTON,Klickitat County,20055,1871.313,2005,1129,18926,8405,575,1464,5644,722,8621,8058,563,0,7427,37398,21553,3865,9115,8964,6,8,10,139,431,443,0,0,345,199,146,249,235,569,233,75,443,1662,888,501,271,917,315,124,2313,3165,9525,311,1018,4965,4944,255,9891
G5300410,2008,WASHINGTON,Lewis County,74650,2402.802,6038,3658,70992,29290,1969,4045,21328,1948,33977,30815,3151,11,25520,43874,21695,9763,33971,34139,243,70,230,330,297,426,7,0,1056,952,1676,1253,1100,2287,690,243,1874,6270,2261,1560,1744,3099,860,700,8165,13870,33064,1180,4123,13624,20278,803,39945
G5300430,2008,WASHINGTON,Lincoln County,10533,2310.494,214,200,10333,4649,275,575,3516,283,5055,4753,260,42,3387,45582,24757,1260,4988,4924,44,12,20,7,136,64,0,0,55,82,77,124,77,124,128,37,157,1011,508,318,172,673,252,81,813,1475,5678,66,558,2032,3803,142,4556
G5300450,2008,WASHINGTON,Mason County,59287,959.417,4436,3119,56168,21808,1302,2590,16189,1727,25668,22481,2990,197,22914,48104,22530,8889,26999,25148,598,207,310,420,983,1086,137,86,981,653,739,940,644,1583,543,109,1334,5557,2534,1317,860,2572,1485,661,6456,12933,25953,878,3244,15050,12600,656,30981
